compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
lysine-valine	CC(C)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	C11H23N3O3	C11H23N3O3	245.17394161329
methionine-alanine	CSCC[C@H](N)C(=O)N[C@@H](C)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](C)C(O)=O	C8H16N2O3S	C8H16N2O3S	220.08816355765
methionine-arginine	CSCC[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C11H23N5O3S	C11H23N5O3S	305.15216079655
methionine-asparagine	CSCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C9H17N3O4S	C9H17N3O4S	263.09397721388
methionine-aspartic acid	CSCC[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C9H16N2O5S	C9H16N2O5S	264.07799279679
methionine-cysteine	CSCC[C@H](N)C(=O)N[C@@H](CS)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C8H16N2O3S2	C8H16N2O3S2	252.06023473205002
methionine-glutamic acid	CSCC[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C10H18N2O5S	C10H18N2O5S	278.09364286125003
methionine-glutamine	CSCC[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C10H19N3O4S	C10H19N3O4S	277.10962727834
methionine-glycine	CSCC[C@H](N)C(=O)NCC(O)=O	CSCC[C@H](N)C(=O)NCC(O)=O	C7H14N2O3S	C7H14N2O3S	206.07251349319
methionine-histidine	CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C11H18N4O3S	C11H18N4O3S	286.10996163097
methionine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCSC)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCSC)C(O)=O	C11H22N2O3S	C11H22N2O3S	262.13511375102996
methionine-leucine	CSCC[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CC(C)C)C(O)=O	C11H22N2O3S	C11H22N2O3S	262.13511375102996
methionine-lysine	CSCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C11H23N3O3S	C11H23N3O3S	277.14601278769
methionine-methionine	CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O	C10H20N2O3S2	C10H20N2O3S2	280.09153486097
methionine-phenylalanine	CSCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C14H20N2O3S	C14H20N2O3S	296.11946368657
methionine-proline	CSCC[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	CSCC[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C10H18N2O3S	C10H18N2O3S	246.10381362211
methionine-serine	CSCC[C@H](N)C(=O)N[C@@H](CO)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C8H16N2O4S	C8H16N2O4S	236.08307817722
methionine-threonine	CSCC[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	C9H18N2O4S	C9H18N2O4S	250.09872824168
methionine-tryptophan	CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C16H21N3O3S	C16H21N3O3S	335.13036272323
methionine-tyrosine	CSCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C14H20N2O4S	C14H20N2O4S	312.11437830614
methionine-valine	CSCC[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	CSCC[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O	C10H20N2O3S	C10H20N2O3S	248.11946368657
phenylalanine-alanine	C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C12H16N2O3	C12H16N2O3	236.11609238325
phenylalanine-arginine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C15H23N5O3	C15H23N5O3	321.18008962215004
phenylalanine-asparagine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)=O	C13H17N3O4	C13H17N3O4	279.12190603948
phenylalanine-aspartic acid	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(O)=O)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(O)=O)C(O)=O	C13H16N2O5	C13H16N2O5	280.10592162239
phenylalanine-cysteine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O	C12H16N2O3S	C12H16N2O3S	268.08816355765
phenylalanine-glutamic acid	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C14H18N2O5	C14H18N2O5	294.12157168684996
phenylalanine-glutamine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C14H19N3O4	C14H19N3O4	293.13755610394
phenylalanine-glycine	N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O	N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O	C11H14N2O3	C11H14N2O3	222.10044231879
phenylalanine-histidine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O	C15H18N4O3	C15H18N4O3	302.13789045657
phenylalanine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C15H22N2O3	C15H22N2O3	278.16304257663
phenylalanine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C15H22N2O3	C15H22N2O3	278.16304257663
phenylalanine-lysine	NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C15H23N3O3	C15H23N3O3	293.17394161329
phenylalanine-methionine	CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C14H20N2O3S	C14H20N2O3S	296.11946368657
phenylalanine-phenylalanine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O	C18H20N2O3	C18H20N2O3	312.14739251217
phenylalanine-proline	N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(O)=O	C14H18N2O3	C14H18N2O3	262.13174244771
phenylalanine-serine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(O)=O	C12H16N2O4	C12H16N2O4	252.11100700282
phenylalanine-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C13H18N2O4	C13H18N2O4	266.12665706728
phenylalanine-tryptophan	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O	C20H21N3O3	C20H21N3O3	351.15829154883
phenylalanine-tyrosine	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O	N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O	C18H20N2O4	C18H20N2O4	328.14230713174
phenylalanine-valine	CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O	C14H20N2O3	C14H20N2O3	264.14739251217
proline-alanine	C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C8H14N2O3	C8H14N2O3	186.10044231879
proline-arginine	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C11H21N5O3	C11H21N5O3	271.16443955769
proline-asparagine	NC(=O)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	NC(=O)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C9H15N3O4	C9H15N3O4	229.10625597502002
proline-aspartic acid	OC(=O)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	OC(=O)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C9H14N2O5	C9H14N2O5	230.09027155793
proline-cysteine	OC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1	OC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1	C8H14N2O3S	C8H14N2O3S	218.07251349319
proline-glutamic acid	OC(=O)CC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	OC(=O)CC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C10H16N2O5	C10H16N2O5	244.10592162238999
proline-glutamine	NC(=O)CC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	NC(=O)CC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C10H17N3O4	C10H17N3O4	243.12190603948
proline-glycine	OC(=O)CNC(=O)[C@@H]1CCCN1	OC(=O)CNC(=O)[C@@H]1CCCN1	C7H12N2O3	C7H12N2O3	172.08479225433
proline-histidine	OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2	OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCCN2	C11H16N4O3	C11H16N4O3	252.12224039211
proline-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C11H20N2O3	C11H20N2O3	228.14739251217
proline-leucine	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C11H20N2O3	C11H20N2O3	228.14739251217
proline-lysine	NCCCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	NCCCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C11H21N3O3	C11H21N3O3	243.15829154883
proline-methionine	CSCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	CSCC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C10H18N2O3S	C10H18N2O3S	246.10381362211
proline-phenylalanine	OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2	OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2	C14H18N2O3	C14H18N2O3	262.13174244771
proline-proline	OC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2	OC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2	C10H16N2O3	C10H16N2O3	212.11609238325
proline-serine	OC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	OC[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C8H14N2O4	C8H14N2O4	202.09535693836
proline-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C9H16N2O4	C9H16N2O4	216.11100700282
proline-tryptophan	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]3CCCN3	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]3CCCN3	C16H19N3O3	C16H19N3O3	301.14264148437
proline-tyrosine	OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2	OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2	C14H18N2O4	C14H18N2O4	278.12665706728
proline-valine	CC(C)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	CC(C)[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O	C10H18N2O3	C10H18N2O3	214.13174244771
serine-alanine	C[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C6H12N2O4	C6H12N2O4	176.0797068739
serine-arginine	N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C9H19N5O4	C9H19N5O4	261.14370411280004
serine-asparagine	N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(O)=O	C7H13N3O5	C7H13N3O5	219.08552053013
serine-aspartic acid	N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(O)=O	C7H12N2O6	C7H12N2O6	220.06953611304002
serine-cysteine	N[C@@H](CO)C(=O)N[C@@H](CS)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CS)C(O)=O	C6H12N2O4S	C6H12N2O4S	208.0517780483
serine-glutamic acid	N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C8H14N2O6	C8H14N2O6	234.0851861775
serine-glutamine	N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C8H15N3O5	C8H15N3O5	233.10117059459
serine-glycine	N[C@@H](CO)C(=O)NCC(O)=O	N[C@@H](CO)C(=O)NCC(O)=O	C5H10N2O4	C5H10N2O4	162.06405680944
serine-histidine	N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C9H14N4O4	C9H14N4O4	242.10150494722
serine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C9H18N2O4	C9H18N2O4	218.12665706728
serine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C9H18N2O4	C9H18N2O4	218.12665706728
serine-lysine	NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O	NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C9H19N3O4	C9H19N3O4	233.13755610394
serine-methionine	CSCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C8H16N2O4S	C8H16N2O4S	236.08307817722
serine-phenylalanine	N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C12H16N2O4	C12H16N2O4	252.11100700282
serine-proline	N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O	N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O	C8H14N2O4	C8H14N2O4	202.09535693836
serine-serine	N[C@@H](CO)C(=O)N[C@@H](CO)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](CO)C(O)=O	C6H12N2O5	C6H12N2O5	192.07462149346998
serine-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C7H14N2O5	C7H14N2O5	206.09027155793
serine-tryptophan	N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C14H17N3O4	C14H17N3O4	291.12190603948
serine-tyrosine	N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C12H16N2O5	C12H16N2O5	268.10592162239
serine-valine	CC(C)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)CO)C(O)=O	C8H16N2O4	C8H16N2O4	204.11100700282
threonine-alanine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](C)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](C)C(O)=O	C7H14N2O4	C7H14N2O4	190.09535693836
threonine-arginine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C10H21N5O4	C10H21N5O4	275.15935417726
threonine-asparagine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(O)=O	C8H15N3O5	C8H15N3O5	233.10117059459
threonine-aspartic acid	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	C8H14N2O6	C8H14N2O6	234.0851861775
threonine-cysteine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CS)C(O)=O	C7H14N2O4S	C7H14N2O4S	222.06742811275998
threonine-glutamic acid	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C9H16N2O6	C9H16N2O6	248.10083624196
threonine-glutamine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C9H17N3O5	C9H17N3O5	247.11682065905
threonine-glycine	C[C@@H](O)[C@H](N)C(=O)NCC(O)=O	C[C@@H](O)[C@H](N)C(=O)NCC(O)=O	C6H12N2O4	C6H12N2O4	176.0797068739
threonine-histidine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O	C10H16N4O4	C10H16N4O4	256.11715501168
threonine-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	C10H20N2O4	C10H20N2O4	232.14230713173998
threonine-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	C10H20N2O4	C10H20N2O4	232.14230713173998
threonine-lysine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O	C10H21N3O4	C10H21N3O4	247.1532061684
threonine-methionine	CSCC[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	C9H18N2O4S	C9H18N2O4S	250.09872824168
threonine-phenylalanine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	C13H18N2O4	C13H18N2O4	266.12665706728
threonine-proline	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(O)=O	C9H16N2O4	C9H16N2O4	216.11100700282
threonine-serine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](CO)C(O)=O	C7H14N2O5	C7H14N2O5	206.09027155793
threonine-threonine	C[C@@H](O)[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(O)=O	C8H16N2O5	C8H16N2O5	220.10592162238999
threonine-tryptophan	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	C15H19N3O4	C15H19N3O4	305.13755610394
threonine-tyrosine	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C[C@@H](O)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	C13H18N2O5	C13H18N2O5	282.12157168684996
threonine-valine	CC(C)[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	CC(C)[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(O)=O	C9H18N2O4	C9H18N2O4	218.12665706728
tryptophan-alanine	C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C14H17N3O3	C14H17N3O3	275.12699141991
tryptophan-arginine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	C17H24N6O3	C17H24N6O3	360.19098865881
tryptophan-asparagine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(O)=O	C15H18N4O4	C15H18N4O4	318.13280507614
tryptophan-aspartic acid	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(O)=O)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(O)=O)C(O)=O	C15H17N3O5	C15H17N3O5	319.11682065905
tryptophan-cysteine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(O)=O	C14H17N3O3S	C14H17N3O3S	307.09906259431
tryptophan-glutamic acid	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(O)=O)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C16H19N3O5	C16H19N3O5	333.13247072351
tryptophan-glutamine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(O)=O	C16H20N4O4	C16H20N4O4	332.1484551406
tryptophan-glycine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(O)=O	C13H15N3O3	C13H15N3O3	261.11134135545
tryptophan-histidine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]cn3)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]cn3)C(O)=O	C17H19N5O3	C17H19N5O3	341.14878949322997
tryptophan-isoleucine	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C17H23N3O3	C17H23N3O3	317.17394161329
tryptophan-leucine	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C17H23N3O3	C17H23N3O3	317.17394161329
tryptophan-lysine	NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C17H24N4O3	C17H24N4O3	332.18484064995
tryptophan-methionine	CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C16H21N3O3S	C16H21N3O3S	335.13036272323
tryptophan-phenylalanine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(O)=O	C20H21N3O3	C20H21N3O3	351.15829154883
tryptophan-proline	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N3CCC[C@H]3C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N3CCC[C@H]3C(O)=O	C16H19N3O3	C16H19N3O3	301.14264148437
tryptophan-serine	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(O)=O	C14H17N3O4	C14H17N3O4	291.12190603948
tryptophan-threonine	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C[C@@H](O)[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O	C15H19N3O4	C15H19N3O4	305.13755610394
tryptophan-tryptophan	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(O)=O	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(O)=O	C22H22N4O3	C22H22N4O3	390.16919058549
